#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	obsid	(I5)	Observation identifier	(observation_source.obsid)	[""]	[]
#Column	obi	(I3)	Observation interval number	(observation_source.obi)	[""]	[]
#Column	region_id	(I4)	Detection region identifier (component number)	(observation_source.region_id)	[""]	[]
#Column	theta	(F9.3)	PSF 90% ECF aperture off-axis angle	(observation_source.theta)	["arcmin"]	[]
#Column	gti_obs	(A20)	Start time of valid observation data (TT), ISO 8601 format (yyyy-mm-ddThh:mm:ss)	(observation_source.gti_obs)	[""]	[]
#Column	gti_elapse	(F9.3)	Total elapsed time of the observation (gti_stop - gti_start)	(observation_source.gti_elapse)	["s"]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	flux_significance_h	(F9.2)	Significance of the single-observation detection determined from the ratio of the single-observation detection photon flux to the estimated error in the photon flux; ACIS hard (2.0-7.0 keV) energy band	(observation_source.flux_significance_h)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	conf_flag	(A5)	Source may be confused (source regions overlap in one or more contributing stacked observations)	(master_source.conf_flag)	[""]	[]
#Column	sat_src_flag	(A5)	Source is saturated in all observations; source properties are unreliable	(master_source.sat_src_flag)	[""]	[]
#Column	streak_src_flag	(A5)	Source is located on an ACIS readout streak in all observations; source properties may be affected	(master_source.streak_src_flag)	[""]	[]
#Column	var_flag	(A5)	Source displays flux variability within one or more observations, or between observations, in one or more energy bands	(master_source.var_flag)	[""]	[]
#Column	var_inter_hard_flag	(A5)	Source hardness ratios are statistically inconsistent between two or more observations	(master_source.var_inter_hard_flag)	[""]	[]
#Column	major_axis_h	(F9.3)	1 sigma radius along the major axis of the ellipse defining the deconvolved source extent; ACIS hard (2.0-7.0 keV) energy band	(master_source.major_axis_h)	["arcsec"]	[]
#Column	major_axis_lolim_h	(F9.3)	1 sigma radius along the major axis of the ellipse defining the deconvolved source extent (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.major_axis_lolim_h)	["arcsec"]	[]
#Column	major_axis_hilim_h	(F9.3)	1 sigma radius along the major axis of the ellipse defining the deconvolved source extent (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.major_axis_hilim_h)	["arcsec"]	[]
#Column	minor_axis_h	(F9.3)	1 sigma radius along the minor axis of the ellipse defining the deconvolved source extent; ACIS hard (2.0-7.0 keV) energy band	(master_source.minor_axis_h)	["arcsec"]	[]
#Column	minor_axis_lolim_h	(F9.3)	1 sigma radius along the minor axis of the ellipse defining the deconvolved source extent (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.minor_axis_lolim_h)	["arcsec"]	[]
#Column	minor_axis_hilim_h	(F9.3)	1 sigma radius along the minor axis of the ellipse defining the deconvolved source extent (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.minor_axis_hilim_h)	["arcsec"]	[]
#Column	pos_angle_h	(F9.1)	Position angle (ref. local true north) of the major axis of the ellipse defining the deconvolved source extent; ACIS hard (2.0-7.0 keV) energy band	(master_source.pos_angle_h)	["deg"]	[]
#Column	pos_angle_lolim_h	(F9.1)	Position angle (ref. local true north) of the major axis of the ellipse defining the deconvolved source extent (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.pos_angle_lolim_h)	["deg"]	[]
#Column	pos_angle_hilim_h	(F9.1)	Position angle (ref. local true north) of the major axis of the ellipse defining the deconvolved source extent (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.pos_angle_hilim_h)	["deg"]	[]
#Column	src_area_h	(G9.4)	Area of the deconvolved source extent ellipse, or area of the source polygon for extended sources; ACIS hard (2.0-7.0 keV) energy band	(master_source.src_area_h)	["arcsec^2"]	[]
#Column	flux_aper_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_lolim_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_hilim_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_h	(E9.3)	Aperture-corrected detection net energy flux inferred from the source region aperture, calculated by counting X-ray events; ACIS hard (2.0-7.0 keV) energy band	(observation_source.flux_aper_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_h	(E9.3)	Aperture-corrected detection net energy flux inferred from the source region aperture, calculated by counting X-ray events (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(observation_source.flux_aper_lolim_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_h	(E9.3)	Aperture-corrected detection net energy flux inferred from the source region aperture, calculated by counting X-ray events (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(observation_source.flux_aper_hilim_h)	["erg/s/cm^2"]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	var_inter_hard_prob_hm	(F9.3)	Inter-observation ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio variability probability	(master_source.var_inter_hard_prob_hm)	[""]	[]
#Column	var_inter_hard_sigma_hm	(G9.4)	Inter-observation ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio variability standard deviation	(master_source.var_inter_hard_sigma_hm)	[""]	[]
#Column	var_intra_index_h	(I2)	Intra-observation Gregory-Loredo variability index in the range [0, 10]: indicates whether the source region photon flux is constant within an observation (highest value across all observations); ACIS hard (2.0-7.0 keV) energy band	(master_source.var_intra_index_h)	[""]	[]
#Column	var_intra_prob_h	(F9.3)	Intra-observation Gregory-Loredo variability probability (highest value across all observations); ACIS hard (2.0-7.0 keV) energy band	(master_source.var_intra_prob_h)	[""]	[]
#Column	ks_intra_prob_h	(F9.3)	Intra-observation Kolmogorov-Smirnov test variability probability (highest value across all observations); ACIS hard (2.0-7.0 keV) energy band	(master_source.ks_intra_prob_h)	[""]	[]
#Column	kp_intra_prob_h	(F9.3)	Intra-observation Kuiper's test variability probability (highest value across all observations); ACIS hard (2.0-7.0 keV) energy band	(master_source.kp_intra_prob_h)	[""]	[]
#Column	var_inter_index_h	(I2)	Inter-observation variability index in the range [0, 10]: indicates whether the source region photon flux is constant between observations; ACIS hard (2.0-7.0 keV) energy band	(master_source.var_inter_index_h)	[""]	[]
#Column	var_inter_prob_h	(F9.3)	Inter-observation variability probability, calculated from the chi^2 distribution of the photon fluxes of the individual observations; ACIS hard (2.0-7.0 keV) energy band	(master_source.var_inter_prob_h)	[""]	[]
#Column	var_inter_sigma_h	(G9.4)	Inter-observation flux variability standard deviation; the spread of the individual observation photon fluxes about the error weighted mean; ACIS hard (2.0-7.0 keV) energy band	(master_source.var_inter_sigma_h)	["photon/s/cm^2"]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	obsid	obi	region_id	theta	gti_obs	gti_elapse	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	flux_significance_h	likelihood_class	conf_flag	sat_src_flag	streak_src_flag	var_flag	var_inter_hard_flag	major_axis_h	major_axis_lolim_h	major_axis_hilim_h	minor_axis_h	minor_axis_lolim_h	minor_axis_hilim_h	pos_angle_h	pos_angle_lolim_h	pos_angle_hilim_h	src_area_h	flux_aper_h	flux_aper_lolim_h	flux_aper_hilim_h	flux_aper_h	flux_aper_lolim_h	flux_aper_hilim_h	hard_hm	hard_hm_lolim	hard_hm_hilim	var_inter_hard_prob_hm	var_inter_hard_sigma_hm	var_intra_index_h	var_intra_prob_h	ks_intra_prob_h	kp_intra_prob_h	var_inter_index_h	var_inter_prob_h	var_inter_sigma_h	acis_time
     0.09	 2CXO J174540.0-290028	 2282	  0	  31	    9.547	 2001-07-18T11:24:11	10758.400	 17 45 40.04	-29 00 28.08	359.94426	 -0.04616	     0.71	     0.71	    119.0	   107.91	    23.72	                TRUE	 TRUE	FALSE	FALSE	 TRUE	 TRUE	    0.327	    0.322	    0.333	    0.327	    0.322	    0.333	      0.0	         	         	   0.3366	1.091e-13	1.048e-13	1.130e-13	2.492e-12	2.384e-12	2.601e-12	   0.9482	   0.9413	   0.9563	    0.371	 0.009136	10	    1.000	    1.000	    1.000	 8	    1.000	0.0001654	2229705.1
     0.09	 2CXO J174540.0-290028	 2295	  0	  52	   16.989	 2001-07-19T03:31:41	11257.600	 17 45 40.04	-29 00 28.08	359.94426	 -0.04616	     0.71	     0.71	    119.0	   107.91	    55.27	                TRUE	 TRUE	FALSE	FALSE	 TRUE	 TRUE	    0.327	    0.322	    0.333	    0.327	    0.322	    0.333	      0.0	         	         	   0.3366	1.091e-13	1.048e-13	1.130e-13	1.660e-11	1.628e-11	1.691e-11	   0.9482	   0.9413	   0.9563	    0.371	 0.009136	10	    1.000	    1.000	    1.000	 8	    1.000	0.0001654	2229705.1
     2.36	 2CXO J174540.1-290029	 2282	  0	  31	    9.547	 2001-07-18T11:24:11	10758.400	 17 45 40.17	-29 00 29.78	359.94409	 -0.04680	     0.71	     0.71	      0.0	   337.00	    23.72	                TRUE	 TRUE	FALSE	FALSE	 TRUE	 TRUE	    0.202	    0.200	    0.204	    0.202	    0.200	    0.204	      0.0	         	         	   0.1286	2.357e-14	2.202e-14	2.502e-14	2.492e-12	2.384e-12	2.601e-12	   0.9394	   0.9250	   0.9525	    0.423	   0.2176	 5	    0.750	    1.000	    1.000	 8	    1.000	 0.001407	2229705.1
     2.36	 2CXO J174540.1-290029	 2295	  0	  52	   16.989	 2001-07-19T03:31:41	11257.600	 17 45 40.17	-29 00 29.78	359.94409	 -0.04680	     0.71	     0.71	      0.0	   337.00	    55.27	                TRUE	 TRUE	FALSE	FALSE	 TRUE	 TRUE	    0.202	    0.200	    0.204	    0.202	    0.200	    0.204	      0.0	         	         	   0.1286	2.357e-14	2.202e-14	2.502e-14	1.660e-11	1.628e-11	1.691e-11	   0.9394	   0.9250	   0.9525	    0.423	   0.2176	 5	    0.750	    1.000	    1.000	 8	    1.000	 0.001407	2229705.1
     3.69	 2CXO J174539.7-290029	 2282	  0	  31	    9.547	 2001-07-18T11:24:11	10758.400	 17 45 39.78	-29 00 29.69	359.94339	 -0.04559	     0.71	     0.71	      0.0	    44.06	    23.72	                TRUE	FALSE	FALSE	FALSE	 TRUE	 TRUE	    0.583	    0.571	    0.596	    0.583	    0.571	    0.596	      0.0	         	         	    1.069	3.587e-14	3.495e-14	3.672e-14	2.492e-12	2.384e-12	2.601e-12	   0.9606	   0.9563	   0.9650	    0.088	  0.03099	10	    1.000	    1.000	    1.000	 5	    0.881	1.290e-05	2240327.3
     3.69	 2CXO J174539.7-290029	 2295	  0	  52	   16.989	 2001-07-19T03:31:41	11257.600	 17 45 39.78	-29 00 29.69	359.94339	 -0.04559	     0.71	     0.71	      0.0	    44.06	    55.27	                TRUE	FALSE	FALSE	FALSE	 TRUE	 TRUE	    0.583	    0.571	    0.596	    0.583	    0.571	    0.596	      0.0	         	         	    1.069	3.587e-14	3.495e-14	3.672e-14	1.660e-11	1.628e-11	1.691e-11	   0.9606	   0.9563	   0.9650	    0.088	  0.03099	10	    1.000	    1.000	    1.000	 5	    0.881	1.290e-05	2240327.3
     6.24	 2CXO J174539.8-290022	 2282	  0	  31	    9.547	 2001-07-18T11:24:11	10758.400	 17 45 39.83	-29 00 22.51	359.94519	 -0.04471	     0.71	     0.71	      0.0	    96.76	    23.72	                TRUE	 TRUE	FALSE	FALSE	FALSE	FALSE	    5.449	    5.344	    5.554	    5.449	    5.344	    5.554	      0.0	         	         	    93.29	2.011e-13	1.940e-13	2.083e-13	2.492e-12	2.384e-12	2.601e-12	         	         	         	         	         	 0	    0.252	    0.890	    0.915	 5	    1.000	2.416e-06	2385840.2
     6.24	 2CXO J174539.8-290022	 2295	  0	  52	   16.989	 2001-07-19T03:31:41	11257.600	 17 45 39.83	-29 00 22.51	359.94519	 -0.04471	     0.71	     0.71	      0.0	    96.76	    55.27	                TRUE	 TRUE	FALSE	FALSE	FALSE	FALSE	    5.449	    5.344	    5.554	    5.449	    5.344	    5.554	      0.0	         	         	    93.29	2.011e-13	1.940e-13	2.083e-13	1.660e-11	1.628e-11	1.691e-11	         	         	         	         	         	 0	    0.252	    0.890	    0.915	 5	    1.000	2.416e-06	2385840.2
     8.69	 2CXO J174539.8-290020	 2282	  0	  31	    9.547	 2001-07-18T11:24:11	10758.400	 17 45 39.80	-29 00 20.03	359.94571	 -0.04425	     0.71	     0.71	      0.0	    74.20	    23.72	                TRUE	 TRUE	FALSE	FALSE	 TRUE	 TRUE	    1.264	    1.251	    1.276	    1.264	    1.251	    1.276	      0.0	         	         	    5.016	1.045e-13	1.028e-13	1.060e-13	2.492e-12	2.384e-12	2.601e-12	   0.9931	   0.9913	   0.9950	    0.000	  0.01899	 6	    0.944	    0.999	    1.000	 8	    1.000	4.262e-05	2411061.5
     8.69	 2CXO J174539.8-290020	 2295	  0	  52	   16.989	 2001-07-19T03:31:41	11257.600	 17 45 39.80	-29 00 20.03	359.94571	 -0.04425	     0.71	     0.71	      0.0	    74.20	    55.27	                TRUE	 TRUE	FALSE	FALSE	 TRUE	 TRUE	    1.264	    1.251	    1.276	    1.264	    1.251	    1.276	      0.0	         	         	    5.016	1.045e-13	1.028e-13	1.060e-13	1.660e-11	1.628e-11	1.691e-11	   0.9931	   0.9913	   0.9950	    0.000	  0.01899	 6	    0.944	    0.999	    1.000	 8	    1.000	4.262e-05	2411061.5
     9.84	 2CXO J174540.4-290036	 2282	  0	1744	    9.431	 2001-07-18T11:24:11	10758.400	 17 45 40.47	-29 00 36.22	359.94314	 -0.04866	     0.72	     0.71	     77.7	    10.97	    10.68	                TRUE	FALSE	FALSE	FALSE	 TRUE	FALSE	    1.296	    1.182	    1.411	    1.296	    1.182	    1.411	      0.0	         	         	    5.280	2.974e-15	2.607e-15	3.342e-15	5.214e-13	4.672e-13	5.756e-13	   0.9469	   0.9138	   0.9788	         	         	 0	    0.358	    0.344	    0.312	 5	    1.000	6.837e-05	2432305.8
     9.84	 2CXO J174540.4-290036	 2295	  0	  52	   16.989	 2001-07-19T03:31:41	11257.600	 17 45 40.47	-29 00 36.22	359.94314	 -0.04866	     0.72	     0.71	     77.7	    10.97	    55.27	                TRUE	FALSE	FALSE	FALSE	 TRUE	FALSE	    1.296	    1.182	    1.411	    1.296	    1.182	    1.411	      0.0	         	         	    5.280	2.974e-15	2.607e-15	3.342e-15	1.660e-11	1.628e-11	1.691e-11	   0.9469	   0.9138	   0.9788	         	         	 0	    0.358	    0.344	    0.312	 5	    1.000	6.837e-05	2432305.8
    12.34	 2CXO J174540.7-290035	 2282	  0	1763	    9.364	 2001-07-18T11:24:11	10758.400	 17 45 40.79	-29 00 35.52	359.94392	 -0.04957	     0.72	     0.72	    162.6	     9.79	     9.73	                TRUE	FALSE	FALSE	FALSE	 TRUE	FALSE	    1.078	    0.971	    1.185	    1.078	    0.971	    1.185	      0.0	         	         	    3.652	6.375e-15	5.644e-15	7.105e-15	5.156e-13	4.593e-13	5.718e-13	   0.9994	   0.9775	   1.0000	         	         	 0	    0.250	    0.369	    0.435	 5	    0.954	6.144e-05	2432305.8
    12.34	 2CXO J174540.7-290035	 2295	  0	  52	   16.989	 2001-07-19T03:31:41	11257.600	 17 45 40.79	-29 00 35.52	359.94392	 -0.04957	     0.72	     0.72	    162.6	     9.79	    55.27	                TRUE	FALSE	FALSE	FALSE	 TRUE	FALSE	    1.078	    0.971	    1.185	    1.078	    0.971	    1.185	      0.0	         	         	    3.652	6.375e-15	5.644e-15	7.105e-15	1.660e-11	1.628e-11	1.691e-11	   0.9994	   0.9775	   1.0000	         	         	 0	    0.250	    0.369	    0.435	 5	    0.954	6.144e-05	2432305.8
    12.80	 2CXO J174539.0-290029	 2282	  0	1750	    9.752	 2001-07-18T11:24:11	10758.400	 17 45 39.07	-29 00 29.80	359.94201	 -0.04339	     0.72	     0.72	     58.3	    26.89	    11.10	                TRUE	FALSE	FALSE	FALSE	 TRUE	FALSE	   24.628	   23.544	   25.712	   24.628	   23.544	   25.712	      0.0	         	         	     1905	1.272e-15	9.326e-16	1.611e-15	6.340e-13	5.699e-13	6.981e-13	   0.9994	   0.9288	   1.0000	         	         	  	         	         	         	 7	    1.000	0.0004008	2343921.9
    12.80	 2CXO J174539.0-290029	 2295	  0	3000	   16.535	 2001-07-19T03:31:41	11257.600	 17 45 39.07	-29 00 29.80	359.94201	 -0.04339	     0.72	     0.72	     58.3	    26.89	    26.47	                TRUE	FALSE	FALSE	FALSE	 TRUE	FALSE	   24.628	   23.544	   25.712	   24.628	   23.544	   25.712	      0.0	         	         	     1905	1.272e-15	9.326e-16	1.611e-15	3.390e-12	3.260e-12	3.519e-12	   0.9994	   0.9288	   1.0000	         	         	  	         	         	         	 7	    1.000	0.0004008	2343921.9
    13.13	 2CXO J174539.5-290039	 2282	  0	1820	    9.623	 2001-07-18T11:24:11	10758.400	 17 45 39.52	-29 00 39.40	359.94059	 -0.04618	     0.71	     0.71	      0.0	    26.91	     9.60	                TRUE	 TRUE	FALSE	FALSE	 TRUE	FALSE	   24.628	   23.544	   25.712	   24.628	   23.544	   25.712	      0.0	         	         	     1905	4.183e-15	3.716e-15	4.621e-15	3.950e-13	3.431e-13	4.439e-13	   0.9619	   0.9388	   0.9863	         	         	  	         	         	         	 6	    1.000	0.0004149	2443420.9
