#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
#Column	conf_flag	(A5)	Source may be confused (source regions overlap in one or more contributing stacked observations)	(master_source.conf_flag)	[""]	[]
#Column	extent_flag	(A5)	Source is extended, or deconvolved source extent is inconsistent with a point source at the 90% confidence level in one or more observations and energy bands	(master_source.extent_flag)	[""]	[]
#Column	flux_aper_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_lolim_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_hilim_h)	["erg/s/cm^2"]	[]
#Column	photflux_aper_h	(E9.3)	Aperture-corrected net photon flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS hard (2.0-7.0 keV) energy band	(master_source.photflux_aper_h)	["photon/s/cm^2"]	[]
#Column	photflux_aper_lolim_h	(E9.3)	Aperture-corrected net photon flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.photflux_aper_lolim_h)	["photon/s/cm^2"]	[]
#Column	photflux_aper_hilim_h	(E9.3)	Aperture-corrected net photon flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.photflux_aper_hilim_h)	["photon/s/cm^2"]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	major_axis_h	(F9.3)	1 sigma radius along the major axis of the ellipse defining the deconvolved source extent; ACIS hard (2.0-7.0 keV) energy band	(master_source.major_axis_h)	["arcsec"]	[]
#Column	major_axis_lolim_h	(F9.3)	1 sigma radius along the major axis of the ellipse defining the deconvolved source extent (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.major_axis_lolim_h)	["arcsec"]	[]
#Column	major_axis_hilim_h	(F9.3)	1 sigma radius along the major axis of the ellipse defining the deconvolved source extent (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.major_axis_hilim_h)	["arcsec"]	[]
#Column	minor_axis_h	(F9.3)	1 sigma radius along the minor axis of the ellipse defining the deconvolved source extent; ACIS hard (2.0-7.0 keV) energy band	(master_source.minor_axis_h)	["arcsec"]	[]
#Column	minor_axis_lolim_h	(F9.3)	1 sigma radius along the minor axis of the ellipse defining the deconvolved source extent (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.minor_axis_lolim_h)	["arcsec"]	[]
#Column	minor_axis_hilim_h	(F9.3)	1 sigma radius along the minor axis of the ellipse defining the deconvolved source extent (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.minor_axis_hilim_h)	["arcsec"]	[]
#Column	pos_angle_h	(F9.1)	Position angle (ref. local true north) of the major axis of the ellipse defining the deconvolved source extent; ACIS hard (2.0-7.0 keV) energy band	(master_source.pos_angle_h)	["deg"]	[]
#Column	pos_angle_lolim_h	(F9.1)	Position angle (ref. local true north) of the major axis of the ellipse defining the deconvolved source extent (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.pos_angle_lolim_h)	["deg"]	[]
#Column	pos_angle_hilim_h	(F9.1)	Position angle (ref. local true north) of the major axis of the ellipse defining the deconvolved source extent (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.pos_angle_hilim_h)	["deg"]	[]
#Column	src_area_h	(G9.4)	Area of the deconvolved source extent ellipse, or area of the source polygon for extended sources; ACIS hard (2.0-7.0 keV) energy band	(master_source.src_area_h)	["arcsec^2"]	[]
#Column	var_intra_index_h	(I2)	Intra-observation Gregory-Loredo variability index in the range [0, 10]: indicates whether the source region photon flux is constant within an observation (highest value across all observations); ACIS hard (2.0-7.0 keV) energy band	(master_source.var_intra_index_h)	[""]	[]
#Column	var_intra_prob_h	(F9.3)	Intra-observation Gregory-Loredo variability probability (highest value across all observations); ACIS hard (2.0-7.0 keV) energy band	(master_source.var_intra_prob_h)	[""]	[]
#Column	ks_intra_prob_h	(F9.3)	Intra-observation Kolmogorov-Smirnov test variability probability (highest value across all observations); ACIS hard (2.0-7.0 keV) energy band	(master_source.ks_intra_prob_h)	[""]	[]
#Column	kp_intra_prob_h	(F9.3)	Intra-observation Kuiper's test variability probability (highest value across all observations); ACIS hard (2.0-7.0 keV) energy band	(master_source.kp_intra_prob_h)	[""]	[]
#Column	var_inter_index_h	(I2)	Inter-observation variability index in the range [0, 10]: indicates whether the source region photon flux is constant between observations; ACIS hard (2.0-7.0 keV) energy band	(master_source.var_inter_index_h)	[""]	[]
#Column	var_inter_prob_h	(F9.3)	Inter-observation variability probability, calculated from the chi^2 distribution of the photon fluxes of the individual observations; ACIS hard (2.0-7.0 keV) energy band	(master_source.var_inter_prob_h)	[""]	[]
#Column	var_inter_sigma_h	(G9.4)	Inter-observation flux variability standard deviation; the spread of the individual observation photon fluxes about the error weighted mean; ACIS hard (2.0-7.0 keV) energy band	(master_source.var_inter_sigma_h)	["photon/s/cm^2"]	[]
separation	name	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	acis_time	conf_flag	extent_flag	flux_aper_h	flux_aper_lolim_h	flux_aper_hilim_h	photflux_aper_h	photflux_aper_lolim_h	photflux_aper_hilim_h	hard_hm	hard_hm_lolim	hard_hm_hilim	major_axis_h	major_axis_lolim_h	major_axis_hilim_h	minor_axis_h	minor_axis_lolim_h	minor_axis_hilim_h	pos_angle_h	pos_angle_lolim_h	pos_angle_hilim_h	src_area_h	var_intra_index_h	var_intra_prob_h	ks_intra_prob_h	kp_intra_prob_h	var_inter_index_h	var_inter_prob_h	var_inter_sigma_h
     0.09	 2CXO J174540.0-290028	 17 45 40.04	-29 00 28.08	359.94426	 -0.04616	     0.71	     0.71	    119.0	   107.91	                TRUE	2229705.1	 TRUE	 TRUE	1.091e-13	1.048e-13	1.130e-13	1.163e-05	1.115e-05	1.208e-05	   0.9482	   0.9413	   0.9563	    0.327	    0.322	    0.333	    0.327	    0.322	    0.333	      0.0	         	         	   0.3366	10	    1.000	    1.000	    1.000	 8	    1.000	0.0001654
     2.36	 2CXO J174540.1-290029	 17 45 40.17	-29 00 29.78	359.94409	 -0.04680	     0.71	     0.71	      0.0	   337.00	                TRUE	2229705.1	 TRUE	 TRUE	2.357e-14	2.202e-14	2.502e-14	3.160e-06	2.966e-06	3.342e-06	   0.9394	   0.9250	   0.9525	    0.202	    0.200	    0.204	    0.202	    0.200	    0.204	      0.0	         	         	   0.1286	 5	    0.750	    1.000	    1.000	 8	    1.000	 0.001407
     3.69	 2CXO J174539.7-290029	 17 45 39.78	-29 00 29.69	359.94339	 -0.04559	     0.71	     0.71	      0.0	    44.06	                TRUE	2240327.3	FALSE	 TRUE	3.587e-14	3.495e-14	3.672e-14	4.975e-06	4.857e-06	5.086e-06	   0.9606	   0.9563	   0.9650	    0.583	    0.571	    0.596	    0.583	    0.571	    0.596	      0.0	         	         	    1.069	10	    1.000	    1.000	    1.000	 5	    0.881	1.290e-05
     6.24	 2CXO J174539.8-290022	 17 45 39.83	-29 00 22.51	359.94519	 -0.04471	     0.71	     0.71	      0.0	    96.76	                TRUE	2385840.2	 TRUE	 TRUE	2.011e-13	1.940e-13	2.083e-13	1.912e-05	1.839e-05	1.984e-05	         	         	         	    5.449	    5.344	    5.554	    5.449	    5.344	    5.554	      0.0	         	         	    93.29	 0	    0.252	    0.890	    0.915	 5	    1.000	2.416e-06
     8.69	 2CXO J174539.8-290020	 17 45 39.80	-29 00 20.03	359.94571	 -0.04425	     0.71	     0.71	      0.0	    74.20	                TRUE	2411061.5	 TRUE	 TRUE	1.045e-13	1.028e-13	1.060e-13	9.965e-06	9.798e-06	1.012e-05	   0.9931	   0.9913	   0.9950	    1.264	    1.251	    1.276	    1.264	    1.251	    1.276	      0.0	         	         	    5.016	 6	    0.944	    0.999	    1.000	 8	    1.000	4.262e-05
     9.84	 2CXO J174540.4-290036	 17 45 40.47	-29 00 36.22	359.94314	 -0.04866	     0.72	     0.71	     77.7	    10.97	                TRUE	2432305.8	FALSE	 TRUE	2.974e-15	2.607e-15	3.342e-15	3.488e-07	3.034e-07	3.942e-07	   0.9469	   0.9138	   0.9788	    1.296	    1.182	    1.411	    1.296	    1.182	    1.411	      0.0	         	         	    5.280	 0	    0.358	    0.344	    0.312	 5	    1.000	6.837e-05
    12.34	 2CXO J174540.7-290035	 17 45 40.79	-29 00 35.52	359.94392	 -0.04957	     0.72	     0.72	    162.6	     9.79	                TRUE	2432305.8	FALSE	 TRUE	6.375e-15	5.644e-15	7.105e-15	4.810e-07	4.040e-07	5.580e-07	   0.9994	   0.9775	   1.0000	    1.078	    0.971	    1.185	    1.078	    0.971	    1.185	      0.0	         	         	    3.652	 0	    0.250	    0.369	    0.435	 5	    0.954	6.144e-05
    12.80	 2CXO J174539.0-290029	 17 45 39.07	-29 00 29.80	359.94201	 -0.04339	     0.72	     0.72	     58.3	    26.89	                TRUE	2343921.9	FALSE	 TRUE	1.272e-15	9.326e-16	1.611e-15	1.229e-07	8.317e-08	1.627e-07	   0.9994	   0.9288	   1.0000	   24.628	   23.544	   25.712	   24.628	   23.544	   25.712	      0.0	         	         	     1905	  	         	         	         	 7	    1.000	0.0004008
    13.13	 2CXO J174539.5-290039	 17 45 39.52	-29 00 39.40	359.94059	 -0.04618	     0.71	     0.71	      0.0	    26.91	                TRUE	2443420.9	 TRUE	 TRUE	4.183e-15	3.716e-15	4.621e-15	5.166e-07	4.583e-07	5.712e-07	   0.9619	   0.9388	   0.9863	   24.628	   23.544	   25.712	   24.628	   23.544	   25.712	      0.0	         	         	     1905	  	         	         	         	 6	    1.000	0.0004149
    13.23	 2CXO J174540.0-290041	 17 45 40.09	-29 00 41.36	359.94120	 -0.04823	     0.71	     0.71	      0.0	     8.53	                TRUE	2432305.8	 TRUE	 TRUE	2.497e-15	2.014e-15	2.979e-15	2.611e-07	2.024e-07	3.199e-07	   0.8757	   0.8026	   0.9438	   39.898	   39.180	   40.616	   39.898	   39.180	   40.616	      0.0	         	         	     5001	  	         	         	         	 5	    1.000	5.499e-05
    14.06	 2CXO J174541.1-290028	 17 45 41.11	-29 00 28.85	359.94610	 -0.04959	     0.72	     0.72	    112.4	     9.05	                TRUE	2414103.7	FALSE	 TRUE	3.409e-15	2.765e-15	4.053e-15	2.981e-07	2.255e-07	3.668e-07	   0.9994	   0.9688	   1.0000	   39.898	   39.180	   40.616	   39.898	   39.180	   40.616	      0.0	         	         	     5001	  	         	         	         	 5	    1.000	4.807e-05
    14.28	 2CXO J174539.7-290041	 17 45 39.76	-29 00 41.96	359.94043	 -0.04729	     0.78	     0.78	      0.0	    27.14	                TRUE	2443420.9	 TRUE	 TRUE	3.816e-15	2.290e-15	5.279e-15	4.773e-07	2.917e-07	6.629e-07	   0.7858	   0.6340	   0.8988	   24.628	   23.544	   25.712	   24.628	   23.544	   25.712	      0.0	         	         	     1905	  	         	         	         	 6	    1.000	0.0004177
    14.64	 2CXO J174540.2-290042	 17 45 40.28	-29 00 42.45	359.94130	 -0.04897	     0.71	     0.71	      0.0	    12.47	                TRUE	2432305.8	 TRUE	 TRUE	2.683e-15	2.108e-15	3.226e-15	2.579e-07	1.908e-07	3.250e-07	   0.9994	   0.9263	   1.0000	    0.398	    0.353	    0.443	    0.398	    0.353	    0.443	      0.0	         	         	   0.4970	 0	    0.296	    0.826	    0.835	 8	    1.000	1.223e-05
    14.70	 2CXO J174538.9-290022	 17 45 38.99	-29 00 22.84	359.94351	 -0.04214	     1.09	     1.09	      0.0	    26.41	                TRUE	2443420.9	FALSE	 TRUE	1.497e-15	1.211e-15	1.766e-15	1.309e-07	9.864e-08	1.616e-07	   0.9432	   0.8838	   0.9863	   24.628	   23.544	   25.712	   24.628	   23.544	   25.712	      0.0	         	         	     1905	  	         	         	         	 6	    1.000	0.0003921
    15.31	 2CXO J174539.4-290041	 17 45 39.41	-29 00 41.02	359.93998	 -0.04605	     0.71	     0.71	      0.0	    26.59	                TRUE	2443420.9	 TRUE	 TRUE	5.846e-15	5.309e-15	6.383e-15	7.140e-07	6.475e-07	7.805e-07	   0.9532	   0.9300	   0.9775	    0.692	    0.571	    0.813	    0.692	    0.571	    0.813	      0.0	         	         	    1.503	 0	    0.225	    0.908	    0.641	 6	    1.000	0.0003988
    15.59	 2CXO J174538.8-290027	 17 45 38.85	-29 00 27.10	359.94224	 -0.04232	     0.71	     0.71	      0.0	    24.55	                TRUE	2392284.5	FALSE	 TRUE	6.753e-15	6.234e-15	7.237e-15	6.485e-07	5.945e-07	6.991e-07	   0.9994	   0.9850	   1.0000	    0.929	    0.826	    1.032	    0.929	    0.826	    1.032	      0.0	         	         	    2.714	 1	    0.622	    0.617	    0.813	 6	    1.000	0.0003539
    15.60	 2CXO J174539.6-290042	 17 45 39.61	-29 00 42.70	359.93997	 -0.04693	     0.73	     0.73	    118.1	    26.89	                TRUE	2443420.9	 TRUE	 TRUE	4.439e-15	3.114e-15	5.698e-15	4.364e-07	2.909e-07	5.819e-07	   0.9994	   0.8813	   1.0000	   24.628	   23.544	   25.712	   24.628	   23.544	   25.712	      0.0	         	         	     1905	  	         	         	         	 8	    1.000	0.0004059
    17.01	 2CXO J174541.0-290017	 17 45 41.04	-29 00 17.29	359.94871	 -0.04769	     0.71	     0.71	     15.4	     8.90	                TRUE	2432305.8	 TRUE	 TRUE	4.805e-15	4.179e-15	5.432e-15	3.186e-07	2.557e-07	3.816e-07	   0.9994	   0.9763	   1.0000	    0.745	    0.668	    0.823	    0.745	    0.668	    0.823	      0.0	         	         	    1.745	 1	    0.534	    0.824	    0.747	 5	    1.000	5.042e-05
    17.86	 2CXO J174540.0-290046	 17 45 40.05	-29 00 46.01	359.94003	 -0.04879	     0.71	     0.71	      0.0	    10.24	                TRUE	2432305.8	 TRUE	 TRUE	1.142e-14	9.594e-15	1.324e-14	1.076e-06	8.804e-07	1.272e-06	   0.9994	   0.9400	   1.0000	    1.255	    1.157	    1.353	    1.255	    1.157	    1.353	      0.0	         	         	    4.948	 0	    0.310	    0.501	    0.719	 6	    1.000	2.532e-05
